ID	PRICE	ORDI	ORGANIC	SPEC	CHOICE	MODE	EIOS	EIC	EIS	EIO	SEG2	SEG3	SEG4	SEG5	SEG1				
75005	250	0	0	1	0	1	0	0	0	1	0	0	1	0	0				
75005	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
75006	250	0	0	1	1	1	0	0	0	1	0	0	1	0	0				
75006	330	0	1	0	0	1	0	0	0	1	0	0	1	0	0				
75006	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
75007	290	0	1	0	0	1	0	0	0	1	0	0	1	0	0				
75007	170	1	0	0	1	1	0	0	0	1	0	0	1	0	0				
75007	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
75008	330	1	0	0	0	1	0	0	0	1	0	0	1	0	0				
75008	250	0	1	0	1	1	0	0	0	1	0	0	1	0	0				
75008	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
76001	210	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
76001	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
76001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
76002	250	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
76002	210	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
76002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
76003	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
76003	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
76003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
76004	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
76004	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
76004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
76005	170	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
76005	250	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
76005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
76006	250	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
76006	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
76006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
76007	290	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
76007	170	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
76007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
76008	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
76008	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
76008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
77001	210	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
77001	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
77001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
77002	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
77002	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
77002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
77003	330	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
77003	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
77003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
77004	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
77004	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
77004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
77005	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
77005	250	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
77005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
77006	250	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
77006	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
77006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
77007	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
77007	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
77007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
77008	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
77008	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
77008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
78001	210	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
78001	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
78001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
78002	250	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
78002	210	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
78002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
78003	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
78003	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
78003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
78004	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
78004	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
78004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
78005	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
78005	250	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
78005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
78006	250	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
78006	330	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
78006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
78007	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
78007	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
78007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
78008	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
78008	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
78008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
79001	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
79001	170	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
79001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
79002	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
79002	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
79002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
79003	330	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
79003	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
79003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
79004	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
79004	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
79004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
79005	170	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
79005	250	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
79005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
79006	250	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
79006	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
79006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
79007	290	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
79007	170	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
79007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
79008	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
79008	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
79008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
80001	210	0	0	1	1	1	0	0	0	1	0	0	0	1	0				
80001	170	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
80001	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
80002	250	0	1	0	0	1	0	0	0	1	0	0	0	1	0				
80002	210	0	0	1	1	1	0	0	0	1	0	0	0	1	0				
80002	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
80003	330	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
80003	330	1	0	0	0	1	0	0	0	1	0	0	0	1	0				
80003	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
80004	170	0	0	1	1	1	0	0	0	1	0	0	0	1	0				
80004	290	0	1	0	0	1	0	0	0	1	0	0	0	1	0				
80004	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
80005	170	1	0	0	0	1	0	0	0	1	0	0	0	1	0				
80005	250	0	0	1	1	1	0	0	0	1	0	0	0	1	0				
80005	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
80006	250	0	0	1	1	1	0	0	0	1	0	0	0	1	0				
80006	330	0	1	0	0	1	0	0	0	1	0	0	0	1	0				
80006	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
80007	290	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
80007	170	1	0	0	0	1	0	0	0	1	0	0	0	1	0				
80007	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
80008	330	1	0	0	0	1	0	0	0	1	0	0	0	1	0				
80008	250	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
80008	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
81001	210	0	0	1	0	1	0	0	0	1	0	0	0	0	1				
81001	170	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
81001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
81002	250	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
81002	210	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
81002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
81003	330	0	1	0	1	1	0	0	0	1	0	0	0	0	1				
81003	330	1	0	0	0	1	0	0	0	1	0	0	0	0	1				
81003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
81004	170	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
81004	290	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
81004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
81005	170	1	0	0	1	1	0	0	0	1	0	0	0	0	1				
81005	250	0	0	1	0	1	0	0	0	1	0	0	0	0	1				
81005	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
81006	250	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
81006	330	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
81006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
81007	290	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
81007	170	1	0	0	1	1	0	0	0	1	0	0	0	0	1				
81007	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
81008	330	1	0	0	0	1	0	0	0	1	0	0	0	0	1				
81008	250	0	1	0	1	1	0	0	0	1	0	0	0	0	1				
81008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
82001	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
82001	170	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
82001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
82002	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
82002	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
82002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
82003	330	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
82003	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
82003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
82004	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
82004	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
82004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
82005	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
82005	250	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
82005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
82006	250	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
82006	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
82006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
82007	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
82007	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
82007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
82008	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
82008	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
82008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
83001	210	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
83001	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
83001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
83002	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
83002	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
83002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
83003	330	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
83003	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
83003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
83004	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
83004	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
83004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
83005	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
83005	250	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
83005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
83006	250	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
83006	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
83006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
83007	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
83007	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
83007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
83008	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
83008	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
83008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
84001	210	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
84001	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
84001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
84002	250	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
84002	210	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
84002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
84003	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
84003	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
84003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
84004	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
84004	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
84004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
84005	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
84005	250	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
84005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
84006	250	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
84006	330	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
84006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
84007	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
84007	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
84007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
84008	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
84008	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
84008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
85001	210	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
85001	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
85001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
85002	250	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
85002	210	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
85002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
85003	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
85003	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
85003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
85004	170	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
85004	290	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
85004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
85005	170	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
85005	250	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
85005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
85006	250	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
85006	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
85006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
85007	290	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
85007	170	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
85007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
85008	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
85008	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
85008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
86001	210	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
86001	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
86001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
86002	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
86002	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
86002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
86003	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
86003	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
86003	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0				
86004	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
86004	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
86004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
86005	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
86005	250	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
86005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
86006	250	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
86006	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
86006	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0				
86007	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
86007	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
86007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
86008	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
86008	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
86008	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0				
87001	210	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
87001	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
87001	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
87002	250	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
87002	210	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
87002	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
87003	330	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
87003	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
87003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
87004	170	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
87004	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
87004	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
87005	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
87005	250	0	0	1	0	1	0	0	0	1	0	1	0	0	0				
87005	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
87006	250	0	0	1	1	1	0	0	0	1	0	1	0	0	0				
87006	330	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
87006	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
87007	290	0	1	0	0	1	0	0	0	1	0	1	0	0	0				
87007	170	1	0	0	1	1	0	0	0	1	0	1	0	0	0				
87007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
87008	330	1	0	0	0	1	0	0	0	1	0	1	0	0	0				
87008	250	0	1	0	1	1	0	0	0	1	0	1	0	0	0				
87008	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0				
88001	210	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
88001	170	0	0	1	1	1	0	0	0	1	0	0	0	1	0				
88001	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
88002	250	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
88002	210	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
88002	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
88003	330	0	1	0	0	1	0	0	0	1	0	0	0	1	0				
88003	330	1	0	0	1	1	0	0	0	1	0	0	0	1	0				
88003	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
88004	170	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
88004	290	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
88004	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
88005	170	1	0	0	1	1	0	0	0	1	0	0	0	1	0				
88005	250	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
88005	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
88006	250	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
88006	330	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
88006	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
88007	290	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
88007	170	1	0	0	0	1	0	0	0	1	0	0	0	1	0				
88007	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
88008	330	1	0	0	0	1	0	0	0	1	0	0	0	1	0				
88008	250	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
88008	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
89001	210	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
89001	170	0	0	1	1	1	0	0	0	1	0	0	0	1	0				
89001	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
89002	250	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
89002	210	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
89002	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
89003	330	0	1	0	0	1	0	0	0	1	0	0	0	1	0				
89003	330	1	0	0	1	1	0	0	0	1	0	0	0	1	0				
89003	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
89004	170	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
89004	290	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
89004	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
89005	170	1	0	0	1	1	0	0	0	1	0	0	0	1	0				
89005	250	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
89005	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
89006	250	0	0	1	0	1	0	0	0	1	0	0	0	1	0				
89006	330	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
89006	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
89007	290	0	1	0	0	1	0	0	0	1	0	0	0	1	0				
89007	170	1	0	0	1	1	0	0	0	1	0	0	0	1	0				
89007	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
89008	330	1	0	0	0	1	0	0	0	1	0	0	0	1	0				
89008	250	0	1	0	1	1	0	0	0	1	0	0	0	1	0				
89008	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0				
90001	210	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
90001	170	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
90001	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
90002	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
90002	210	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
90002	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
90003	330	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
90003	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
90003	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
90004	170	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
90004	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
90004	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
90005	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
90005	250	0	0	1	0	1	0	0	0	1	1	0	0	0	0				
90005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
90006	250	0	0	1	1	1	0	0	0	1	1	0	0	0	0				
90006	330	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
90006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
90007	290	0	1	0	0	1	0	0	0	1	1	0	0	0	0				
90007	170	1	0	0	1	1	0	0	0	1	1	0	0	0	0				
90007	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
90008	330	1	0	0	0	1	0	0	0	1	1	0	0	0	0				
90008	250	0	1	0	1	1	0	0	0	1	1	0	0	0	0				
90008	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0				
91001	210	0	0	1	0	1	0	0	0	1	0	0	1	0	0				
91001	170	0	0	1	0	1	0	0	0	1	0	0	1	0	0				
91001	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0				
91002	250	0	1	0	0	1	0	0	0	1	0	0	1	0	0				
91002	210	0	0	1	0	1	0	0	0	1	0	0	1	0	0				
91002	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0				
91003	330	0	1	0	1	1	0	0	0	1	0	0	1	0	0				
91003	330	1	0	0	0	1	0	0	0	1	0	0	1	0	0				
91003	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
91004	170	0	0	1	0	1	0	0	0	1	0	0	1	0	0				
91004	290	0	1	0	1	1	0	0	0	1	0	0	1	0	0				
91004	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
91005	170	1	0	0	0	1	0	0	0	1	0	0	1	0	0				
91005	250	0	0	1	1	1	0	0	0	1	0	0	1	0	0				
91005	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
91006	250	0	0	1	0	1	0	0	0	1	0	0	1	0	0				
91006	330	0	1	0	1	1	0	0	0	1	0	0	1	0	0				
91006	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
91007	290	0	1	0	1	1	0	0	0	1	0	0	1	0	0				
91007	170	1	0	0	0	1	0	0	0	1	0	0	1	0	0				
91007	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
91008	330	1	0	0	0	1	0	0	0	1	0	0	1	0	0				
91008	250	0	1	0	1	1	0	0	0	1	0	0	1	0	0				
91008	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0				
92001	210	0	0	1	0	1	0	0	0	1	0	0	0	0	1				
92001	170	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
92001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
92002	250	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
92002	210	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
92002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
92003	330	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
92003	330	1	0	0	0	1	0	0	0	1	0	0	0	0	1				
92003	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1				
92004	170	0	0	1	1	1	0	0	0	1	0	0	0	0	1				
92004	290	0	1	0	0	1	0	0	0	1	0	0	0	0	1				
92004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				
92005	170	1	0	0	1	1	0	0	0	1	0	0	0	0	1				
92005	250	0	0	1	0	1	0	0	0	1	0	0	0	0	1				
